Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 4.2874, val loss 4.2823
iter 0: loss 4.2653, time 18924.99ms, mfu -100.00%
iter 10: loss 3.2457, time 31.87ms, mfu 11.69%
iter 20: loss 2.7915, time 29.75ms, mfu 11.78%
iter 30: loss 2.6355, time 29.81ms, mfu 11.85%
iter 40: loss 2.5778, time 30.10ms, mfu 11.90%
iter 50: loss 2.5276, time 30.00ms, mfu 11.95%
iter 60: loss 2.5197, time 29.54ms, mfu 12.02%
iter 70: loss 2.4955, time 29.57ms, mfu 12.08%
iter 80: loss 2.4976, time 29.92ms, mfu 12.12%
iter 90: loss 2.4680, time 29.59ms, mfu 12.16%
iter 100: loss 2.4598, time 29.47ms, mfu 12.21%
iter 110: loss 2.4552, time 29.99ms, mfu 12.23%
iter 120: loss 2.4266, time 29.61ms, mfu 12.27%
iter 130: loss 2.4221, time 29.77ms, mfu 12.29%
iter 140: loss 2.4233, time 29.80ms, mfu 12.31%
iter 150: loss 2.4211, time 29.79ms, mfu 12.33%
iter 160: loss 2.3734, time 29.64ms, mfu 12.36%
iter 170: loss 2.3696, time 29.62ms, mfu 12.38%
iter 180: loss 2.3177, time 29.95ms, mfu 12.39%
iter 190: loss 2.2556, time 29.62ms, mfu 12.40%
iter 200: loss 2.2170, time 29.68ms, mfu 12.42%
iter 210: loss 2.1637, time 29.78ms, mfu 12.43%
iter 220: loss 2.1543, time 29.82ms, mfu 12.44%
iter 230: loss 2.0748, time 29.68ms, mfu 12.45%
iter 240: loss 2.0836, time 30.10ms, mfu 12.44%
step 250: train loss 1.9741, val loss 2.0705
saving checkpoint to out-shakespeare-char
iter 250: loss 2.0373, time 4661.17ms, mfu 11.21%
iter 260: loss 1.9829, time 30.49ms, mfu 11.31%
iter 270: loss 1.9781, time 30.30ms, mfu 11.41%
iter 280: loss 1.9813, time 30.32ms, mfu 11.49%
iter 290: loss 1.9196, time 30.13ms, mfu 11.58%
iter 300: loss 1.9155, time 30.22ms, mfu 11.66%
iter 310: loss 1.8727, time 30.10ms, mfu 11.73%
iter 320: loss 1.8547, time 29.95ms, mfu 11.80%
iter 330: loss 1.8227, time 29.95ms, mfu 11.86%
iter 340: loss 1.7979, time 29.93ms, mfu 11.92%
iter 350: loss 1.8260, time 30.04ms, mfu 11.97%
iter 360: loss 1.7777, time 30.06ms, mfu 12.01%
iter 370: loss 1.7537, time 29.95ms, mfu 12.06%
iter 380: loss 1.7349, time 29.95ms, mfu 12.09%
iter 390: loss 1.7410, time 29.95ms, mfu 12.13%
iter 400: loss 1.7796, time 29.95ms, mfu 12.16%
iter 410: loss 1.7061, time 29.84ms, mfu 12.19%
iter 420: loss 1.7198, time 29.96ms, mfu 12.22%
iter 430: loss 1.6893, time 29.94ms, mfu 12.24%
iter 440: loss 1.6560, time 29.93ms, mfu 12.26%
iter 450: loss 1.6561, time 30.30ms, mfu 12.26%
iter 460: loss 1.6016, time 30.13ms, mfu 12.27%
iter 470: loss 1.6499, time 29.99ms, mfu 12.29%
iter 480: loss 1.6343, time 29.94ms, mfu 12.31%
iter 490: loss 1.6013, time 30.09ms, mfu 12.31%
step 500: train loss 1.5236, val loss 1.7237
saving checkpoint to out-shakespeare-char
iter 500: loss 1.5981, time 4680.06ms, mfu 11.09%
iter 510: loss 1.6102, time 30.56ms, mfu 11.20%
iter 520: loss 1.5965, time 30.57ms, mfu 11.30%
iter 530: loss 1.5639, time 30.35ms, mfu 11.40%
iter 540: loss 1.6185, time 30.38ms, mfu 11.48%
iter 550: loss 1.5637, time 30.34ms, mfu 11.56%
iter 560: loss 1.5679, time 30.19ms, mfu 11.64%
iter 570: loss 1.5701, time 30.50ms, mfu 11.70%
iter 580: loss 1.5380, time 30.15ms, mfu 11.77%
iter 590: loss 1.5041, time 30.19ms, mfu 11.82%
iter 600: loss 1.5134, time 30.49ms, mfu 11.86%
iter 610: loss 1.5528, time 30.49ms, mfu 11.90%
iter 620: loss 1.5354, time 30.18ms, mfu 11.94%
iter 630: loss 1.5139, time 30.33ms, mfu 11.98%
iter 640: loss 1.4722, time 30.18ms, mfu 12.01%
iter 650: loss 1.5082, time 30.20ms, mfu 12.05%
iter 660: loss 1.5095, time 30.18ms, mfu 12.08%
iter 670: loss 1.4481, time 30.22ms, mfu 12.10%
iter 680: loss 1.5123, time 30.38ms, mfu 12.12%
iter 690: loss 1.4737, time 30.20ms, mfu 12.14%
iter 700: loss 1.4932, time 30.19ms, mfu 12.16%
iter 710: loss 1.4723, time 30.25ms, mfu 12.18%
iter 720: loss 1.4499, time 30.18ms, mfu 12.19%
iter 730: loss 1.4291, time 30.20ms, mfu 12.21%
iter 740: loss 1.4361, time 30.51ms, mfu 12.21%
step 750: train loss 1.3664, val loss 1.5884
saving checkpoint to out-shakespeare-char
iter 750: loss 1.4315, time 4705.85ms, mfu 11.00%
iter 760: loss 1.4533, time 30.87ms, mfu 11.10%
iter 770: loss 1.4283, time 30.53ms, mfu 11.21%
iter 780: loss 1.4179, time 30.33ms, mfu 11.32%
iter 790: loss 1.4179, time 30.34ms, mfu 11.42%
iter 800: loss 1.4370, time 30.40ms, mfu 11.50%
iter 810: loss 1.4127, time 30.34ms, mfu 11.58%
iter 820: loss 1.4060, time 30.56ms, mfu 11.64%
